timestamp,region,service_line,resource_demand,capacity_planned,operational_spend_usd,reliability_score,gdp_growth_rate,tech_investment_index,cloud_sentiment_score,year,month,day
2024-03-15,Central India,Storage,820.47,1041,114.87,99.509,2.13,126.26,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-16,East US,Compute,682.47,866,382.18,99.472,2.08,124.32,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-16,East US,Storage,1146.02,1455,160.44,99.764,2.08,124.32,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-16,West Europe,Compute,598.98,760,335.43,99.903,2.35,127.0,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-16,West Europe,Storage,961.82,1221,134.65,99.66,2.35,127.0,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-16,Central India,Compute,503.43,639,281.92,99.787,1.99,123.81,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-16,Central India,Storage,831.72,1056,116.44,99.836,1.99,123.81,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-17,East US,Compute,670.36,851,375.4,99.623,2.27,125.33,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-17,East US,Storage,1131.46,1436,158.4,99.947,2.27,125.33,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-17,West Europe,Compute,599.05,760,335.47,99.751,2.08,126.13,1970-01-01 00:00:00.000000067,1970,1,1
2024-03-17,West Europe,Storage,965.32,1225,135.14,99.466,2.08,126.13,1970-01-01 00:00:00.000000067,1970,1,1
2024-03-17,Central India,Compute,484.09,614,271.09,99.752,2.27,124.32,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-17,Central India,Storage,824.0,1046,115.36,99.59,2.27,124.32,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-18,East US,Compute,641.04,814,358.98,99.95,2.02,122.22,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-18,East US,Storage,1150.15,1460,161.02,99.495,2.02,122.22,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-18,West Europe,Compute,594.59,755,332.97,99.946,2.21,123.68,1970-01-01 00:00:00.000000066,1970,1,1
2024-03-18,West Europe,Storage,980.15,1244,137.22,99.648,2.21,123.68,1970-01-01 00:00:00.000000066,1970,1,1
2024-03-18,Central India,Compute,488.2,620,273.39,99.868,2.17,126.62,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-18,Central India,Storage,855.64,1086,119.79,99.526,2.17,126.62,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-19,East US,Compute,663.49,842,371.55,99.849,2.16,124.7,1970-01-01 00:00:00.000000067,1970,1,1
2024-03-19,East US,Storage,1118.37,1420,156.57,99.582,2.16,124.7,1970-01-01 00:00:00.000000067,1970,1,1
2024-03-19,West Europe,Compute,577.65,733,323.48,99.869,2.2,124.22,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-19,West Europe,Storage,998.18,1267,139.74,99.916,2.2,124.22,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-19,Central India,Compute,476.39,605,266.78,99.578,2.21,122.82,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-19,Central India,Storage,834.58,1059,116.84,99.431,2.21,122.82,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-20,East US,Compute,662.29,841,370.88,99.832,2.21,126.72,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-20,East US,Storage,1116.34,1417,156.29,99.545,2.21,126.72,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-20,West Europe,Compute,569.18,722,318.74,99.827,2.13,121.93,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-20,West Europe,Storage,942.92,1197,132.01,99.921,2.13,121.93,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-20,Central India,Compute,492.47,625,275.79,99.884,2.02,125.71,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-20,Central India,Storage,824.42,1047,115.42,99.793,2.02,125.71,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-21,East US,Compute,654.06,830,366.28,99.649,2.21,121.77,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-21,East US,Storage,1093.03,1388,153.02,99.577,2.21,121.77,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-21,West Europe,Compute,811.3499999999999,724,319.58,99.773,2.18,125.515,1970-01-01 00:00:00.000000067,1970,1,1
2024-03-21,West Europe,Storage,989.3,1256,138.5,99.576,2.22,123.01,1970-01-01 00:00:00.000000067,1970,1,1
2024-03-21,Central India,Compute,488.19,620,273.39,99.909,2.05,125.18,1970-01-01 00:00:00.000000061,1970,1,1
2024-03-21,Central India,Storage,855.64,1086,119.79,99.465,2.05,125.18,1970-01-01 00:00:00.000000061,1970,1,1
2024-03-22,East US,Compute,677.27,860,379.27,99.733,2.1,121.73,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-22,East US,Storage,1117.61,1419,156.47,99.83,2.1,121.73,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-22,West Europe,Compute,560.65,712,313.96,99.418,2.04,121.69,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-22,West Europe,Storage,978.1,1242,136.93,99.842,2.04,121.69,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-22,Central India,Compute,514.29,653,288.0,99.486,1.99,122.78,1970-01-01 00:00:00.000000066,1970,1,1
2024-03-22,Central India,Storage,824.87,1047,115.48,99.561,1.99,122.78,1970-01-01 00:00:00.000000066,1970,1,1
2024-03-23,East US,Compute,660.15,838,369.68,99.44,2.12,122.46,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-23,East US,Storage,1148.32,1458,160.77,99.817,2.12,122.46,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-23,West Europe,Compute,588.44,747,329.53,99.84,1.97,123.16,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-23,West Europe,Storage,961.75,1221,134.65,99.931,1.97,123.16,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-23,Central India,Compute,511.43,649,286.4,99.456,2.33,125.98,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-23,Central India,Storage,837.11,1063,117.2,99.955,2.33,125.98,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-24,East US,Compute,673.01,854,376.89,99.975,2.0,122.39,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-24,East US,Storage,1144.56,1453,160.24,99.771,2.0,122.39,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-24,West Europe,Compute,558.12,708,312.55,99.687,1.96,123.28,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-24,West Europe,Storage,964.05,1224,134.97,99.517,1.96,123.28,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-24,Central India,Compute,522.08,663,292.36,99.858,2.21,123.39,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-24,Central India,Storage,836.98,1062,117.18,99.757,2.21,123.39,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-25,East US,Compute,682.66,866,382.29,99.652,2.25,124.04,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-25,East US,Storage,1115.5,1416,156.17,99.974,2.25,124.04,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-25,West Europe,Compute,568.9,722,318.59,99.81,2.28,125.42,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-25,West Europe,Storage,958.61,1217,134.21,99.495,2.28,125.42,1970-01-01 00:00:00.000000062,1970,1,1
2024-03-25,Central India,Compute,482.59,612,270.25,99.469,2.15,121.89,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-25,Central India,Storage,806.23,1023,112.87,99.696,2.15,121.89,1970-01-01 00:00:00.000000060,1970,1,1
2024-03-26,East US,Compute,690.8,877,386.85,99.933,2.16,124.6,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-26,East US,Storage,1157.58,1470,162.06,99.721,2.16,124.6,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-26,West Europe,Compute,596.4,757,333.98,99.47,2.13,123.95,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-26,West Europe,Storage,995.13,1263,139.32,99.52,2.13,123.95,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-26,Central India,Compute,477.04,605,267.14,99.4,2.3,123.98,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-26,Central India,Storage,863.91,1097,120.95,99.983,2.3,123.98,1970-01-01 00:00:00.000000068,1970,1,1
2024-03-27,East US,Compute,666.9,846,373.46,99.852,2.33,126.56,1970-01-01 00:00:00.000000067,1970,1,1
2024-03-27,East US,Storage,1157.44,1469,162.04,99.467,2.33,126.56,1970-01-01 00:00:00.000000067,1970,1,1
2024-03-27,West Europe,Compute,811.3499999999999,705,311.15,99.766,2.18,125.515,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-27,West Europe,Storage,981.53,1246,137.41,99.938,2.09,124.68,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-27,Central India,Compute,508.59,645,284.81,99.506,2.1,122.66,1970-01-01 00:00:00.000000067,1970,1,1
2024-03-27,Central India,Storage,845.08,1073,118.31,99.93,2.1,122.66,1970-01-01 00:00:00.000000067,1970,1,1
2024-03-28,East US,Compute,683.57,868,382.8,99.541,2.05,126.69,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-28,East US,Storage,1147.58,1457,160.66,99.974,2.05,126.69,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-28,West Europe,Compute,564.95,717,316.37,99.409,2.33,122.0,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-28,West Europe,Storage,992.0,1259,138.88,99.915,2.33,122.0,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-28,Central India,Compute,472.06,599,264.35,99.746,1.97,123.36,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-28,Central India,Storage,845.48,1073,118.37,99.581,1.97,123.36,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-29,East US,Compute,650.12,825,364.07,99.893,2.04,121.71,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-29,East US,Storage,1134.51,1440,158.83,99.853,2.04,121.71,1970-01-01 00:00:00.000000063,1970,1,1
2024-03-29,West Europe,Compute,590.87,750,330.89,99.642,2.05,122.86,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-29,West Europe,Storage,977.86,1241,136.9,99.435,2.05,122.86,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-29,Central India,Compute,478.7,607,268.07,99.628,2.14,126.81,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-29,Central India,Storage,853.95,1084,119.55,99.684,2.14,126.81,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-30,East US,Compute,655.59,832,367.13,99.791,2.05,126.23,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-30,East US,Storage,1132.45,1438,158.54,99.409,2.05,126.23,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-30,West Europe,Compute,600.98,763,336.55,99.764,2.0,121.77,1970-01-01 00:00:00.000000067,1970,1,1
2024-03-30,West Europe,Storage,983.43,1248,137.68,99.686,2.0,121.77,1970-01-01 00:00:00.000000067,1970,1,1
2024-03-30,Central India,Compute,487.09,618,272.77,99.95,2.2,124.32,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-30,Central India,Storage,832.01,1056,116.48,99.826,2.2,124.32,1970-01-01 00:00:00.000000069,1970,1,1
2024-03-31,East US,Compute,645.33,819,361.38,99.483,2.27,122.21,1970-01-01 00:00:00.000000061,1970,1,1
2024-03-31,East US,Storage,1133.17,1439,158.64,99.617,2.27,122.21,1970-01-01 00:00:00.000000061,1970,1,1
2024-03-31,West Europe,Compute,590.07,749,330.44,99.808,2.3,122.57,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-31,West Europe,Storage,990.88,1258,138.72,99.555,2.3,122.57,1970-01-01 00:00:00.000000064,1970,1,1
2024-03-31,Central India,Compute,504.54,640,282.54,99.656,2.34,123.99,1970-01-01 00:00:00.000000065,1970,1,1
2024-03-31,Central India,Storage,864.0,1097,120.96,99.447,2.34,123.99,1970-01-01 00:00:00.000000065,1970,1,1
2024-04-01,East US,Compute,672.73,854,376.73,99.753,2.27,124.97,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-01,East US,Storage,1121.92,1424,157.07,99.674,2.27,124.97,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-01,West Europe,Compute,582.1,739,325.97,99.82,2.14,128.5,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-01,West Europe,Storage,961.09,1220,134.55,99.567,2.14,128.5,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-01,Central India,Compute,500.98,636,280.55,99.874,2.29,125.63,1970-01-01 00:00:00.000000068,1970,1,1
2024-04-01,Central India,Storage,825.5,1048,115.57,99.495,2.29,125.63,1970-01-01 00:00:00.000000068,1970,1,1
2024-04-02,East US,Compute,674.02,856,377.45,99.58,2.14,126.28,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-02,East US,Storage,1125.03,1428,157.5,99.455,2.14,126.28,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-02,West Europe,Compute,575.03,730,322.02,99.664,2.08,125.23,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-02,West Europe,Storage,956.51,1214,133.91,99.422,2.08,125.23,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-02,Central India,Compute,473.22,600,265.0,99.587,2.33,126.36,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-02,Central India,Storage,860.06,1092,120.41,99.86,2.33,126.36,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-03,East US,Compute,687.07,872,384.76,99.882,2.12,124.3,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-03,East US,Storage,1136.82,1443,159.15,99.981,2.12,124.3,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-03,West Europe,Compute,592.66,752,331.89,99.963,2.28,126.71,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-03,West Europe,Storage,952.89,1210,133.41,99.527,2.28,126.71,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-03,Central India,Compute,502.77,638,281.55,99.869,2.32,125.73,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-03,Central India,Storage,828.76,1052,116.03,99.402,2.32,125.73,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-04,East US,Compute,652.81,829,365.58,99.487,2.16,127.17,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-04,East US,Storage,1129.3,1434,158.1,99.785,2.16,127.17,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-04,West Europe,Compute,811.3499999999999,734,323.78,99.607,2.18,125.515,1970-01-01 00:00:00.000000068,1970,1,1
2024-04-04,West Europe,Storage,977.24,1241,136.81,99.448,2.3,125.57,1970-01-01 00:00:00.000000068,1970,1,1
2024-04-04,Central India,Compute,521.94,662,292.29,99.603,2.38,128.09,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-04,Central India,Storage,846.44,1074,118.5,99.463,2.38,128.09,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-05,East US,Compute,682.43,866,382.16,99.857,2.16,128.24,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-05,East US,Storage,1160.96,1474,162.53,99.518,2.16,128.24,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-05,West Europe,Compute,594.83,755,333.1,99.456,2.17,128.7,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-05,West Europe,Storage,988.63,1255,138.41,99.896,2.17,128.7,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-05,Central India,Compute,482.44,612,270.17,99.543,2.24,124.4,1970-01-01 00:00:00.000000065,1970,1,1
2024-04-05,Central India,Storage,853.83,1084,119.54,99.55,2.24,124.4,1970-01-01 00:00:00.000000065,1970,1,1
2024-04-06,East US,Compute,677.87,860,379.61,99.42,2.23,126.19,1970-01-01 00:00:00.000000069,1970,1,1
2024-04-06,East US,Storage,1138.78,1446,159.43,99.823,2.23,126.19,1970-01-01 00:00:00.000000069,1970,1,1
2024-04-06,West Europe,Compute,558.79,709,312.92,99.594,2.4,127.7,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-06,West Europe,Storage,998.27,1267,139.76,99.726,2.4,127.7,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-06,Central India,Compute,497.36,631,278.52,99.589,2.02,127.18,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-06,Central India,Storage,830.69,1054,116.3,99.929,2.02,127.18,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-07,East US,Compute,678.28,861,379.84,99.898,2.21,124.42,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-07,East US,Storage,1134.17,1440,158.78,99.748,2.21,124.42,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-07,West Europe,Compute,594.79,755,333.08,99.918,2.29,128.52,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-07,West Europe,Storage,995.95,1264,139.43,99.886,2.29,128.52,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-07,Central India,Compute,488.69,620,273.67,99.664,2.35,126.23,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-07,Central India,Storage,864.02,1097,120.96,99.864,2.35,126.23,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-08,East US,Compute,655.87,832,367.29,99.564,2.23,125.3,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-08,East US,Storage,1103.78,1401,154.53,99.894,2.23,125.3,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-08,West Europe,Compute,567.73,721,317.93,99.962,2.17,126.06,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-08,West Europe,Storage,977.78,1241,136.89,99.485,2.17,126.06,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-08,Central India,Compute,485.69,616,271.98,99.604,2.29,124.77,1970-01-01 00:00:00.000000069,1970,1,1
2024-04-08,Central India,Storage,849.01,1078,118.86,99.818,2.29,124.77,1970-01-01 00:00:00.000000069,1970,1,1
2024-04-09,East US,Compute,659.68,837,369.42,99.405,2.18,127.7,1970-01-01 00:00:00.000000068,1970,1,1
2024-04-09,East US,Storage,1167.46,1482,163.44,99.976,2.18,127.7,1970-01-01 00:00:00.000000068,1970,1,1
2024-04-09,West Europe,Compute,607.66,771,340.29,99.929,2.4,124.61,1970-01-01 00:00:00.000000069,1970,1,1
2024-04-09,West Europe,Storage,987.73,1254,138.28,99.454,2.4,124.61,1970-01-01 00:00:00.000000069,1970,1,1
2024-04-09,Central India,Compute,811.3499999999999,640,282.21,99.75,2.18,125.515,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-09,Central India,Storage,849.98,1079,119.0,99.662,2.29,127.1,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-10,East US,Compute,676.73,859,378.97,99.431,2.34,125.78,1970-01-01 00:00:00.000000063,1970,1,1
2024-04-10,East US,Storage,1144.01,1452,160.16,99.888,2.34,125.78,1970-01-01 00:00:00.000000063,1970,1,1
2024-04-10,West Europe,Compute,568.22,721,318.2,99.817,2.1,128.74,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-10,West Europe,Storage,960.75,1220,134.51,99.564,2.1,128.74,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-10,Central India,Compute,483.26,613,270.62,99.628,2.02,123.71,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-10,Central India,Storage,839.51,1066,117.53,99.732,2.02,123.71,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-11,East US,Compute,657.09,834,367.97,99.58,2.18,128.94,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-11,East US,Storage,1130.62,1435,158.29,99.779,2.18,128.94,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-11,West Europe,Compute,552.51,701,309.41,99.927,2.32,127.44,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-11,West Europe,Storage,973.33,1236,136.27,99.576,2.32,127.44,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-11,Central India,Compute,516.99,656,289.51,99.45,2.11,127.52,1970-01-01 00:00:00.000000065,1970,1,1
2024-04-11,Central India,Storage,841.45,1068,117.8,99.559,2.11,127.52,1970-01-01 00:00:00.000000065,1970,1,1
2024-04-12,East US,Compute,654.77,831,366.67,99.779,2.1,128.29,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-12,East US,Storage,1138.38,1445,159.37,99.669,2.1,128.29,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-12,West Europe,Compute,572.04,726,320.35,99.679,2.0,125.53,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-12,West Europe,Storage,946.08,1201,132.45,99.684,2.0,125.53,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-12,Central India,Compute,512.85,651,287.2,99.757,2.38,127.31,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-12,Central India,Storage,853.13,1083,119.44,99.56,2.38,127.31,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-13,East US,Compute,645.54,819,361.5,99.434,2.04,126.55,1970-01-01 00:00:00.000000065,1970,1,1
2024-04-13,East US,Storage,1130.06,1435,158.21,99.535,2.04,126.55,1970-01-01 00:00:00.000000065,1970,1,1
2024-04-13,West Europe,Compute,558.38,709,312.69,99.633,2.02,125.33,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-13,West Europe,Storage,975.34,1238,136.55,99.812,2.02,125.33,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-13,Central India,Compute,506.03,642,283.38,99.421,2.35,128.96,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-13,Central India,Storage,853.13,1083,119.44,99.64,2.35,128.96,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-14,East US,Compute,657.25,834,368.06,99.772,2.03,127.21,1970-01-01 00:00:00.000000065,1970,1,1
2024-04-14,East US,Storage,1128.58,1433,158.0,99.844,2.03,127.21,1970-01-01 00:00:00.000000065,1970,1,1
2024-04-14,West Europe,Compute,579.41,735,324.47,99.485,2.19,128.89,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-14,West Europe,Storage,973.53,1236,136.29,99.476,2.19,128.89,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-14,Central India,Compute,514.03,652,287.86,99.902,2.2,124.97,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-14,Central India,Storage,823.75,1046,115.32,99.462,2.2,124.97,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-15,East US,Compute,662.6,841,371.05,99.658,2.36,127.75,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-15,East US,Storage,1130.32,1435,158.24,99.76,2.36,127.75,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-15,West Europe,Compute,565.54,718,316.7,99.715,2.31,127.46,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-15,West Europe,Storage,996.68,1265,139.54,99.442,2.31,127.46,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-15,Central India,Compute,473.81,601,265.33,99.475,2.3,127.69,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-15,Central India,Storage,861.06,1093,120.55,99.651,2.3,127.69,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-16,East US,Compute,659.76,837,369.47,99.677,2.11,125.26,1970-01-01 00:00:00.000000063,1970,1,1
2024-04-16,East US,Storage,1147.68,1457,160.67,99.885,2.11,125.26,1970-01-01 00:00:00.000000063,1970,1,1
2024-04-16,West Europe,Compute,593.71,754,332.48,99.699,2.35,126.62,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-16,West Europe,Storage,966.35,1227,135.29,99.981,2.35,126.62,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-16,Central India,Compute,517.65,657,289.89,99.67,2.09,125.28,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-16,Central India,Storage,859.11,1091,120.28,99.81,2.09,125.28,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-17,East US,Compute,668.69,849,374.47,99.631,2.01,126.84,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-17,East US,Storage,1152.63,1463,161.37,99.609,2.01,126.84,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-17,West Europe,Compute,587.6,746,329.05,99.789,2.14,126.79,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-17,West Europe,Storage,989.08,1256,138.47,99.778,2.14,126.79,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-17,Central India,Compute,497.21,631,278.44,99.98,2.34,127.08,1970-01-01 00:00:00.000000068,1970,1,1
2024-04-17,Central India,Storage,831.58,1056,116.42,99.955,2.34,127.08,1970-01-01 00:00:00.000000068,1970,1,1
2024-04-18,East US,Compute,690.36,876,386.6,99.751,2.31,124.46,1970-01-01 00:00:00.000000063,1970,1,1
2024-04-18,East US,Storage,1121.69,1424,157.04,99.834,2.31,124.46,1970-01-01 00:00:00.000000063,1970,1,1
2024-04-18,West Europe,Compute,573.37,728,321.09,99.678,2.29,126.19,1970-01-01 00:00:00.000000069,1970,1,1
2024-04-18,West Europe,Storage,1008.93,1281,141.25,99.584,2.29,126.19,1970-01-01 00:00:00.000000069,1970,1,1
2024-04-18,Central India,Compute,474.78,602,265.88,99.964,2.24,124.38,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-18,Central India,Storage,841.94,1069,117.87,99.839,2.24,124.38,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-19,East US,Compute,688.44,874,385.53,99.782,2.39,127.15,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-19,East US,Storage,1147.36,1457,160.63,99.587,2.39,127.15,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-19,West Europe,Compute,553.17,702,309.78,99.714,2.05,128.84,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-19,West Europe,Storage,995.67,1264,139.39,99.824,2.05,128.84,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-19,Central India,Compute,499.03,633,279.46,99.871,2.2,127.11,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-19,Central India,Storage,854.81,1085,119.67,99.735,2.2,127.11,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-20,East US,Compute,645.37,819,361.41,99.453,2.2,127.17,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-20,East US,Storage,1140.31,1448,159.64,99.561,2.2,127.17,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-20,West Europe,Compute,593.15,753,332.17,99.701,2.39,127.5,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-20,West Europe,Storage,966.03,1226,135.24,99.76,2.39,127.5,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-20,Central India,Compute,514.4,653,288.06,99.488,2.26,127.23,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-20,Central India,Storage,827.44,1050,115.84,99.548,2.26,127.23,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-21,East US,Compute,657.44,834,368.17,99.748,2.28,125.92,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-21,East US,Storage,1114.29,1415,156.0,99.417,2.28,125.92,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-21,West Europe,Compute,589.91,749,330.35,99.584,2.35,127.03,1970-01-01 00:00:00.000000069,1970,1,1
2024-04-21,West Europe,Storage,1003.84,1274,140.54,99.756,2.35,127.03,1970-01-01 00:00:00.000000069,1970,1,1
2024-04-21,Central India,Compute,521.74,662,292.17,99.657,2.35,127.93,1970-01-01 00:00:00.000000068,1970,1,1
2024-04-21,Central India,Storage,833.48,1058,116.69,99.591,2.35,127.93,1970-01-01 00:00:00.000000068,1970,1,1
2024-04-22,East US,Compute,667.18,847,373.62,99.64,2.09,126.21,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-22,East US,Storage,1142.53,1451,159.95,99.465,2.09,126.21,1970-01-01 00:00:00.000000067,1970,1,1
