region,service_line,resource_demand,capacity_planned,operational_spend_usd,reliability_score,gdp_growth_rate,tech_investment_index,cloud_sentiment_score,year,month,day,rolling_mean_7,rolling_std_7,lag_1,lag_7,lag_14,day_of_week,is_weekend,quarter,demand_spike_flag
Central India,Compute,509.77,647,285.47,99.86,1.97,123.15,1970-01-01 00:00:00.000000062,1970,1,1,774.7014285714286,248.7460410022351,968.41,1123.72,1098.16,1,0,1,0
Central India,Storage,818.92,1040,114.65,99.796,1.97,123.15,1970-01-01 00:00:00.000000062,1970,1,1,809.9271428571428,232.22357587134886,509.77,572.34,469.6,1,0,1,0
East US,Storage,1135.5,1442,158.97,99.758,2.07,124.89,1970-01-01 00:00:00.000000063,1970,1,1,832.2128571428572,257.33664564238825,818.92,979.5,835.01,2,0,1,1
West Europe,Compute,562.22,714,314.84,99.682,1.97,125.04,1970-01-01 00:00:00.000000064,1970,1,1,819.0114285714286,270.02266043356246,1135.5,654.63,982.84,2,0,1,0
East US,Compute,660.07,838,369.64,99.782,2.07,124.89,1970-01-01 00:00:00.000000063,1970,1,1,750.2328571428571,232.95585373730384,562.22,1141.52,467.34,2,0,1,0
Central India,Compute,470.39,597,263.42,99.578,2.22,124.27,1970-01-01 00:00:00.000000063,1970,1,1,732.1828571428571,251.0252074801973,660.07,596.74,820.51,2,0,1,0
Central India,Storage,845.36,1073,118.35,99.904,2.22,124.27,1970-01-01 00:00:00.000000063,1970,1,1,714.6042857142858,235.55773820567083,470.39,968.41,668.83,2,0,1,0
West Europe,Storage,984.14,1249,137.78,99.86,1.97,125.04,1970-01-01 00:00:00.000000064,1970,1,1,782.3714285714285,235.0426930317532,845.36,509.77,1123.72,2,0,1,0
East US,Compute,692.22,879,387.64,99.903,2.29,123.42,1970-01-01 00:00:00.000000069,1970,1,1,764.2714285714286,236.6321397182111,984.14,818.92,572.34,3,0,1,0
East US,Storage,1130.29,1435,158.24,99.841,2.29,123.42,1970-01-01 00:00:00.000000069,1970,1,1,763.5271428571428,235.27419533488177,692.22,1135.5,979.5,3,0,1,1
West Europe,Compute,586.98,745,328.71,99.839,2.28,125.38,1970-01-01 00:00:00.000000067,1970,1,1,767.0642857142858,231.9053076047161,1130.29,562.22,654.63,3,0,1,0
West Europe,Storage,1003.2,1274,140.45,99.539,2.28,125.38,1970-01-01 00:00:00.000000067,1970,1,1,816.0828571428572,241.5826242864804,586.98,660.07,1141.52,3,0,1,0
Central India,Compute,483.34,613,270.67,99.659,2.22,122.85,1970-01-01 00:00:00.000000064,1970,1,1,817.9328571428572,238.52438245137418,1003.2,470.39,596.74,3,0,1,0
Central India,Storage,836.26,1062,117.08,99.605,2.22,122.85,1970-01-01 00:00:00.000000064,1970,1,1,816.632857142857,238.37473724609063,483.34,845.36,968.41,3,0,1,0
West Europe,Compute,558.07,708,312.52,99.696,2.23,123.14,1970-01-01 00:00:00.000000066,1970,1,1,755.7657142857144,242.8296854352271,836.26,984.14,509.77,4,0,1,0
East US,Storage,1119.0,1421,156.66,99.461,2.1,124.84,1970-01-01 00:00:00.000000062,1970,1,1,816.7342857142856,275.5837617287552,558.07,692.22,818.92,4,0,1,1
East US,Compute,658.18,835,368.58,99.953,2.1,124.84,1970-01-01 00:00:00.000000062,1970,1,1,749.29,241.7504264732534,1119.0,1130.29,1135.5,4,0,1,0
Central India,Storage,862.79,1095,120.79,99.485,2.02,125.75,1970-01-01 00:00:00.000000063,1970,1,1,788.6914285714284,233.21307070492202,658.18,586.98,562.22,4,0,1,0
Central India,Compute,493.65,626,276.44,99.701,2.02,125.75,1970-01-01 00:00:00.000000063,1970,1,1,715.8985714285712,234.6181063933876,862.79,1003.2,660.07,4,0,1,0
West Europe,Storage,995.27,1263,139.34,99.832,2.23,123.14,1970-01-01 00:00:00.000000066,1970,1,1,789.0314285714285,229.78248318997748,493.65,483.34,470.39,4,0,1,0
East US,Storage,1098.32,1394,153.76,99.97,1.98,122.94,1970-01-01 00:00:00.000000062,1970,1,1,826.4685714285714,258.3337770810319,995.27,836.26,845.36,5,1,1,0
West Europe,Compute,576.15,731,322.65,99.942,2.18,122.41,1970-01-01 00:00:00.000000068,1970,1,1,829.0514285714286,255.27532139689026,1098.32,558.07,984.14,5,1,1,0
East US,Compute,638.6,811,357.61,99.917,1.98,122.94,1970-01-01 00:00:00.000000062,1970,1,1,760.4228571428572,227.38562881254416,576.15,1119.0,692.22,5,1,1,0
Central India,Compute,507.08,643,283.96,99.665,2.13,123.48,1970-01-01 00:00:00.000000064,1970,1,1,738.8371428571428,245.18453769316176,638.6,658.18,1130.29,5,1,1,0
Central India,Storage,844.82,1072,118.28,99.876,2.13,123.48,1970-01-01 00:00:00.000000064,1970,1,1,736.2700000000001,243.76035663468045,507.08,862.79,586.98,5,1,1,0
West Europe,Storage,968.11,1229,135.53,99.901,2.18,122.41,1970-01-01 00:00:00.000000068,1970,1,1,804.05,230.66609749448062,844.82,493.65,1003.2,5,1,1,0
East US,Compute,654.58,831,366.56,99.988,2.16,121.62,1970-01-01 00:00:00.000000060,1970,1,1,755.38,219.2547610277443,968.11,995.27,483.34,6,1,1,0
East US,Storage,1100.21,1397,154.03,99.84,2.16,121.62,1970-01-01 00:00:00.000000060,1970,1,1,755.65,219.74806650647298,654.58,1098.32,836.26,6,1,1,0
West Europe,Compute,584.15,741,327.12,99.988,1.97,122.07,1970-01-01 00:00:00.000000068,1970,1,1,756.7928571428572,218.67713397566163,1100.21,576.15,558.07,6,1,1,0
West Europe,Storage,981.4,1246,137.4,99.763,1.97,122.07,1970-01-01 00:00:00.000000068,1970,1,1,805.7642857142857,226.05660978739672,584.15,638.6,1119.0,6,1,1,0
Central India,Compute,470.32,597,263.38,99.486,2.1,122.24,1970-01-01 00:00:00.000000061,1970,1,1,800.5128571428571,234.42378603107403,981.4,507.08,658.18,6,1,1,0
Central India,Storage,853.47,1083,119.49,99.924,2.1,122.24,1970-01-01 00:00:00.000000061,1970,1,1,801.7485714285714,234.71888004082453,470.32,844.82,862.79,6,1,1,0
East US,Storage,1134.09,1440,158.77,99.454,2.03,125.5,1970-01-01 00:00:00.000000066,1970,1,1,825.46,261.21408627152283,853.47,968.11,493.65,0,0,1,1
East US,Compute,686.14,871,384.24,99.559,2.03,125.5,1970-01-01 00:00:00.000000066,1970,1,1,829.9685714285714,258.02602927021195,1134.09,654.58,995.27,0,0,1,0
West Europe,Compute,577.42,733,323.36,99.662,2.03,122.55,1970-01-01 00:00:00.000000068,1970,1,1,755.2842857142857,241.92655365193932,686.14,1100.21,1098.32,0,0,1,0
West Europe,Storage,971.87,1234,136.06,99.957,2.03,122.55,1970-01-01 00:00:00.000000068,1970,1,1,810.672857142857,240.59575887882167,577.42,584.15,576.15,0,0,1,0
Central India,Storage,849.11,1078,118.88,99.404,2.24,124.4,1970-01-01 00:00:00.000000066,1970,1,1,791.7742857142857,229.9084889586246,971.87,981.4,638.6,0,0,1,0
Central India,Compute,507.79,644,284.36,99.809,2.24,124.4,1970-01-01 00:00:00.000000066,1970,1,1,797.1271428571429,221.45771791429948,849.11,470.32,507.08,0,0,1,0
East US,Compute,653.1,829,365.74,99.914,1.92,121.43,1970-01-01 00:00:00.000000066,1970,1,1,768.5028571428572,225.86684024842918,507.79,853.47,844.82,1,0,1,0
East US,Storage,1135.55,1442,158.98,99.977,1.92,121.43,1970-01-01 00:00:00.000000066,1970,1,1,768.7114285714285,226.26102871304556,653.1,1134.09,968.11,1,0,1,1
West Europe,Compute,563.07,715,315.32,99.903,1.93,125.91,1970-01-01 00:00:00.000000069,1970,1,1,751.1300000000001,238.2124152236121,1135.55,686.14,654.58,1,0,1,0
West Europe,Storage,968.03,1229,135.52,99.814,1.93,125.91,1970-01-01 00:00:00.000000069,1970,1,1,806.9314285714287,236.4828318242552,563.07,577.42,1100.21,1,0,1,0
Central India,Compute,478.82,608,268.14,99.983,1.92,124.68,1970-01-01 00:00:00.000000068,1970,1,1,736.4957142857144,252.08094823271495,968.03,971.87,584.15,1,0,1,0
Central India,Storage,837.15,1063,117.2,99.858,1.92,124.68,1970-01-01 00:00:00.000000068,1970,1,1,734.7871428571428,251.22954316151353,478.82,849.11,981.4,1,0,1,0
East US,Compute,677.67,860,379.5,99.821,1.95,123.36,1970-01-01 00:00:00.000000064,1970,1,1,759.0557142857142,233.20578193640773,837.15,507.79,470.32,2,0,1,0
East US,Storage,1145.83,1455,160.42,99.44,1.95,123.36,1970-01-01 00:00:00.000000064,1970,1,1,829.4457142857142,267.70446714347395,677.67,653.1,853.47,2,0,1,1
West Europe,Compute,592.36,752,331.72,99.977,2.12,124.27,1970-01-01 00:00:00.000000061,1970,1,1,751.8471428571429,241.6447545961001,1145.83,1135.55,1134.09,2,0,1,0
West Europe,Storage,970.61,1232,135.89,99.778,2.12,124.27,1970-01-01 00:00:00.000000061,1970,1,1,810.0671428571428,237.64347376650056,592.36,563.07,686.14,2,0,1,0
Central India,Compute,505.75,642,283.22,99.825,2.13,123.43,1970-01-01 00:00:00.000000066,1970,1,1,744.0271428571428,250.3245266125744,970.61,968.03,577.42,2,0,1,0
Central India,Storage,820.35,1041,114.85,99.74,2.13,123.43,1970-01-01 00:00:00.000000066,1970,1,1,792.8171428571429,221.66089451489358,505.75,478.82,971.87,2,0,1,0
East US,Compute,647.42,822,362.56,99.885,1.96,124.73,1970-01-01 00:00:00.000000065,1970,1,1,765.7128571428572,226.87505509378826,820.35,837.15,849.11,3,0,1,0
East US,Storage,1143.49,1452,160.09,99.606,1.96,124.73,1970-01-01 00:00:00.000000065,1970,1,1,832.2585714285715,262.297364355075,647.42,677.67,507.79,3,0,1,1
West Europe,Compute,588.16,746,329.37,99.594,2.1,124.93,1970-01-01 00:00:00.000000060,1970,1,1,752.5914285714285,234.38875836442966,1143.49,1145.83,653.1,3,0,1,0
West Europe,Storage,977.28,1241,136.82,99.622,2.1,124.93,1970-01-01 00:00:00.000000060,1970,1,1,807.5799999999999,235.68099301103302,588.16,592.36,1135.55,3,0,1,0
Central India,Compute,472.24,599,264.46,99.598,1.96,121.64,1970-01-01 00:00:00.000000066,1970,1,1,736.3842857142857,252.87200628362308,977.28,970.61,563.07,3,0,1,0
Central India,Storage,857.1,1088,119.99,99.972,1.96,121.64,1970-01-01 00:00:00.000000066,1970,1,1,786.5771428571428,233.59878672018567,472.24,505.75,968.03,3,0,1,0
East US,Compute,688.75,874,385.7,99.92,2.19,126.45,1970-01-01 00:00:00.000000068,1970,1,1,767.7771428571428,235.71374692723404,857.1,820.35,478.82,4,0,1,0
East US,Storage,1159.19,1472,162.29,99.718,2.19,126.45,1970-01-01 00:00:00.000000068,1970,1,1,840.8871428571429,269.1556244823357,688.75,647.42,837.15,4,0,1,1
West Europe,Compute,572.95,727,320.85,99.96,2.1,123.22,1970-01-01 00:00:00.000000062,1970,1,1,759.3814285714286,247.78621641975766,1159.19,1143.49,677.67,4,0,1,0
West Europe,Storage,966.62,1227,135.33,99.736,2.1,123.22,1970-01-01 00:00:00.000000062,1970,1,1,813.4471428571429,245.47823798416317,572.95,588.16,1145.83,4,0,1,0
Central India,Compute,507.14,644,284.0,99.773,2.27,124.02,1970-01-01 00:00:00.000000060,1970,1,1,746.2842857142858,257.21725803019393,966.62,977.28,592.36,4,0,1,0
Central India,Storage,813.85,1033,113.94,99.925,2.27,124.02,1970-01-01 00:00:00.000000060,1970,1,1,795.0857142857142,227.21432839627735,507.14,472.24,970.61,4,0,1,0
West Europe,Compute,601.91,764,337.07,99.678,2.1,126.73,1970-01-01 00:00:00.000000069,1970,1,1,758.63,235.91172692344045,813.85,857.1,505.75,5,1,1,0
East US,Storage,1129.18,1434,158.09,99.648,1.99,123.23,1970-01-01 00:00:00.000000069,1970,1,1,821.5485714285714,270.3821120456855,601.91,688.75,820.35,5,1,1,1
East US,Compute,675.38,857,378.21,99.7,1.99,123.23,1970-01-01 00:00:00.000000069,1970,1,1,752.4328571428571,228.24094079972332,1129.18,1159.19,647.42,5,1,1,0
West Europe,Storage,999.46,1269,139.92,99.968,2.1,126.73,1970-01-01 00:00:00.000000069,1970,1,1,813.3628571428571,229.2686275030729,675.38,572.95,1143.49,5,1,1,0
Central India,Storage,839.98,1066,117.6,99.825,2.26,125.59,1970-01-01 00:00:00.000000062,1970,1,1,795.2714285714286,219.96751399760294,999.46,966.62,588.16,5,1,1,0
Central India,Compute,482.17,612,270.01,99.793,2.26,125.59,1970-01-01 00:00:00.000000062,1970,1,1,791.7042857142858,225.55042162505046,839.98,507.14,977.28,5,1,1,0
East US,Compute,665.1,844,372.46,99.813,2.19,124.58,1970-01-01 00:00:00.000000066,1970,1,1,770.4542857142858,230.07796909288098,482.17,813.85,472.24,6,1,1,0
East US,Storage,1111.02,1410,155.54,99.735,2.19,124.58,1970-01-01 00:00:00.000000066,1970,1,1,843.1842857142858,247.711354325765,665.1,601.91,857.1,6,1,1,0
West Europe,Compute,554.47,704,310.51,99.519,2.24,125.85,1970-01-01 00:00:00.000000062,1970,1,1,761.0828571428572,231.85605036417772,1111.02,1129.18,688.75,6,1,1,0
West Europe,Storage,961.88,1221,134.66,99.964,2.24,125.85,1970-01-01 00:00:00.000000062,1970,1,1,802.0114285714286,239.37134529349785,554.47,675.38,1159.19,6,1,1,0
Central India,Compute,492.26,625,275.67,99.907,2.04,121.94,1970-01-01 00:00:00.000000060,1970,1,1,729.5542857142857,246.30658130719533,961.88,999.46,572.95,6,1,1,0
Central India,Storage,820.67,1042,114.89,99.758,2.04,121.94,1970-01-01 00:00:00.000000060,1970,1,1,726.7957142857142,244.96821527544753,492.26,839.98,966.62,6,1,1,0
East US,Compute,688.56,874,385.6,99.644,2.29,121.66,1970-01-01 00:00:00.000000065,1970,1,1,756.2799999999999,221.95777639001506,820.67,482.17,507.14,0,0,1,0
East US,Storage,1125.72,1429,157.6,99.657,2.29,121.66,1970-01-01 00:00:00.000000065,1970,1,1,822.0828571428572,256.07731128927213,688.56,665.1,813.85,0,0,1,1
West Europe,Compute,576.73,732,322.97,99.79,2.24,126.12,1970-01-01 00:00:00.000000069,1970,1,1,745.7557142857142,234.30253198640008,1125.72,1111.02,601.91,0,0,1,0
West Europe,Storage,996.85,1265,139.56,99.953,2.24,126.12,1970-01-01 00:00:00.000000069,1970,1,1,808.952857142857,233.7687684953006,576.73,554.47,1129.18,0,0,1,0
Central India,Compute,481.8,611,269.81,99.493,2.23,127.19,1970-01-01 00:00:00.000000068,1970,1,1,740.37,251.1984758446329,996.85,961.88,675.38,0,0,1,0
Central India,Storage,834.88,1060,116.88,99.888,2.23,127.19,1970-01-01 00:00:00.000000068,1970,1,1,789.3157142857143,227.01241998747855,481.8,492.26,999.46,0,0,1,0
East US,Storage,1142.59,1451,159.96,99.49,2.14,126.44,1970-01-01 00:00:00.000000066,1970,1,1,835.3042857142857,264.01477918588444,834.88,820.67,839.98,1,0,1,1
West Europe,Compute,576.88,732,323.05,99.746,2.28,125.47,1970-01-01 00:00:00.000000063,1970,1,1,819.35,277.39570808984513,1142.59,688.56,482.17,1,0,1,0
East US,Compute,665.03,844,372.42,99.431,2.14,126.44,1970-01-01 00:00:00.000000066,1970,1,1,753.5371428571428,245.39866664363953,576.88,1125.72,665.1,1,0,1,0
Central India,Compute,505.93,642,283.32,99.452,2.14,126.31,1970-01-01 00:00:00.000000062,1970,1,1,743.4228571428572,255.1651339632359,665.03,576.73,1111.02,1,0,1,0
Central India,Storage,829.57,1053,116.14,99.968,2.14,126.31,1970-01-01 00:00:00.000000062,1970,1,1,719.5257142857143,234.46889380449744,505.93,996.85,554.47,1,0,1,0
West Europe,Storage,991.26,1258,138.78,99.41,2.28,125.47,1970-01-01 00:00:00.000000063,1970,1,1,792.3057142857143,227.3402299680034,829.57,481.8,961.88,1,0,1,0
East US,Compute,687.76,873,385.15,99.749,2.11,125.93,1970-01-01 00:00:00.000000062,1970,1,1,771.2885714285715,229.5381869049657,991.26,834.88,492.26,2,0,1,0
East US,Storage,1148.98,1459,160.86,99.952,2.11,125.93,1970-01-01 00:00:00.000000062,1970,1,1,772.2014285714286,231.26712790108968,687.76,1142.59,820.67,2,0,1,1
West Europe,Compute,575.68,731,322.38,99.572,2.2,122.63,1970-01-01 00:00:00.000000068,1970,1,1,772.03,231.4364248197186,1148.98,576.88,688.56,2,0,1,0
West Europe,Storage,996.0,1264,139.44,99.739,2.2,122.63,1970-01-01 00:00:00.000000068,1970,1,1,819.3114285714286,239.5974884696254,575.68,665.03,1125.72,2,0,1,0
Central India,Compute,511.75,649,286.58,99.608,1.98,124.4,1970-01-01 00:00:00.000000062,1970,1,1,820.1428571428571,238.33555216083357,996.0,505.93,576.73,2,0,1,0
Central India,Storage,857.57,1089,120.06,99.918,1.98,124.4,1970-01-01 00:00:00.000000062,1970,1,1,824.1428571428571,238.75473207975605,511.75,829.57,996.85,2,0,1,0
East US,Compute,674.22,856,377.57,99.407,2.34,122.4,1970-01-01 00:00:00.000000062,1970,1,1,778.8514285714285,231.73708582706175,857.57,991.26,481.8,3,0,1,0
East US,Storage,1142.07,1450,159.89,99.775,2.34,122.4,1970-01-01 00:00:00.000000062,1970,1,1,843.7528571428572,263.4252506065862,674.22,687.76,834.88,3,0,1,1
West Europe,Compute,591.69,751,331.35,99.43,2.02,124.43,1970-01-01 00:00:00.000000062,1970,1,1,764.14,238.87297949607708,1142.07,1148.98,1142.59,3,0,1,0
West Europe,Storage,968.17,1229,135.54,99.822,2.02,124.43,1970-01-01 00:00:00.000000062,1970,1,1,820.2099999999999,233.26164029546993,591.69,575.68,576.88,3,0,1,0
Central India,Compute,516.33,655,289.14,99.653,2.23,124.65,1970-01-01 00:00:00.000000064,1970,1,1,751.6857142857142,243.25495650018047,968.17,996.0,665.03,3,0,1,0
Central India,Storage,854.94,1085,119.69,99.573,2.23,124.65,1970-01-01 00:00:00.000000064,1970,1,1,800.7128571428572,220.34235428186767,516.33,511.75,505.93,3,0,1,0
East US,Compute,659.3,837,369.21,99.92,2.05,126.37,1970-01-01 00:00:00.000000063,1970,1,1,772.3885714285715,224.51931018872065,854.94,857.57,829.57,4,0,1,0
East US,Storage,1118.59,1420,156.6,99.642,2.05,126.37,1970-01-01 00:00:00.000000063,1970,1,1,835.87,253.1345630950724,659.3,674.22,991.26,4,0,1,1
West Europe,Compute,581.36,738,325.56,99.79,2.13,123.11,1970-01-01 00:00:00.000000065,1970,1,1,755.7685714285715,227.51039180870902,1118.59,1142.07,687.76,4,0,1,0
West Europe,Storage,966.37,1227,135.29,99.66,2.13,123.11,1970-01-01 00:00:00.000000065,1970,1,1,809.2942857142858,226.54728710633015,581.36,591.69,1148.98,4,0,1,0
Central India,Compute,486.41,617,272.39,99.972,2.01,127.28,1970-01-01 00:00:00.000000064,1970,1,1,740.4714285714286,242.83008788235512,966.37,968.17,575.68,4,0,1,0
Central India,Storage,819.77,1041,114.77,99.765,2.01,127.28,1970-01-01 00:00:00.000000064,1970,1,1,783.8199999999999,222.37127452378655,486.41,516.33,996.0,4,0,1,0
East US,Compute,657.11,834,367.98,99.569,1.95,122.21,1970-01-01 00:00:00.000000069,1970,1,1,755.5585714285714,224.38817321987426,819.77,854.94,511.75,5,1,1,0
East US,Storage,1115.03,1416,156.1,99.58,1.95,122.21,1970-01-01 00:00:00.000000069,1970,1,1,820.6628571428571,255.72913174648173,657.11,659.3,857.57,5,1,1,0
West Europe,Compute,575.81,731,322.45,99.74,2.17,126.18,1970-01-01 00:00:00.000000064,1970,1,1,743.1228571428571,231.47696463610106,1115.03,1118.59,674.22,5,1,1,0
West Europe,Storage,969.82,1231,135.78,99.919,2.17,126.18,1970-01-01 00:00:00.000000064,1970,1,1,798.6171428571428,232.79338956209523,575.81,581.36,1142.07,5,1,1,0
Central India,Compute,515.46,654,288.66,99.736,2.15,127.33,1970-01-01 00:00:00.000000063,1970,1,1,734.2014285714286,240.883038729627,969.82,966.37,591.69,5,1,1,0
Central India,Storage,823.85,1046,115.34,99.589,2.15,127.33,1970-01-01 00:00:00.000000063,1970,1,1,782.407142857143,215.45207051796024,515.46,486.41,968.17,5,1,1,0
East US,Compute,672.76,854,376.75,99.547,2.28,126.55,1970-01-01 00:00:00.000000066,1970,1,1,761.4057142857143,218.34859780155375,823.85,819.77,516.33,6,1,1,0
East US,Storage,1133.53,1439,158.69,99.659,2.28,126.55,1970-01-01 00:00:00.000000066,1970,1,1,829.4657142857143,252.068245974322,672.76,657.11,854.94,6,1,1,1
West Europe,Compute,592.16,752,331.61,99.406,2.13,126.75,1970-01-01 00:00:00.000000064,1970,1,1,754.7699999999999,229.83374295346616,1133.53,1115.03,659.3,6,1,1,0
West Europe,Storage,966.42,1227,135.3,99.561,2.13,126.75,1970-01-01 00:00:00.000000064,1970,1,1,810.5714285714286,226.53687752980147,592.16,575.81,1118.59,6,1,1,0
Central India,Compute,483.03,613,270.5,99.482,2.3,125.23,1970-01-01 00:00:00.000000064,1970,1,1,741.03,243.57919629284154,966.42,969.82,581.36,6,1,1,0
Central India,Storage,832.13,1056,116.5,99.413,2.3,125.23,1970-01-01 00:00:00.000000064,1970,1,1,786.2685714285715,223.26241506566282,483.03,515.46,966.37,6,1,1,0
East US,Compute,811.3499999999999,866,382.18,99.497,2.18,125.515,1970-01-01 00:00:00.000000068,1970,1,1,784.4828571428571,222.96151713649922,832.13,823.85,486.41,0,0,1,0
East US,Storage,1144.93,1454,160.29,99.581,2.16,121.73,1970-01-01 00:00:00.000000068,1970,1,1,851.9357142857142,252.93673753576797,811.3499999999999,672.76,819.77,0,0,1,1
West Europe,Compute,582.88,740,326.41,99.577,2.26,126.91,1970-01-01 00:00:00.000000060,1970,1,1,773.2714285714285,235.8110493190519,1144.93,1133.53,657.11,0,0,1,0
West Europe,Storage,990.18,1257,138.62,99.719,2.26,126.91,1970-01-01 00:00:00.000000060,1970,1,1,830.1314285714286,232.8295755431834,582.88,592.16,1115.03,0,0,1,0
Central India,Compute,491.88,624,275.45,99.858,2.13,126.35,1970-01-01 00:00:00.000000060,1970,1,1,762.34,254.60013655403506,990.18,966.42,575.81,0,0,1,0
Central India,Storage,838.11,1064,117.33,99.505,2.13,126.35,1970-01-01 00:00:00.000000060,1970,1,1,813.0657142857143,223.10039121862758,491.88,483.03,969.82,0,0,1,0
East US,Compute,648.16,823,362.97,99.781,2.19,127.09,1970-01-01 00:00:00.000000065,1970,1,1,786.7842857142857,231.17026934398675,838.11,832.13,515.46,1,0,1,0
East US,Storage,1124.12,1427,157.38,99.837,2.19,127.09,1970-01-01 00:00:00.000000065,1970,1,1,831.4657142857143,264.5294753492913,648.16,811.3499999999999,823.85,1,0,1,1
West Europe,Compute,567.29,720,317.68,99.57,2.15,123.21,1970-01-01 00:00:00.000000069,1970,1,1,748.9457142857142,239.34534212145857,1124.12,1144.93,672.76,1,0,1,0
West Europe,Storage,992.72,1260,138.98,99.609,2.15,123.21,1970-01-01 00:00:00.000000069,1970,1,1,807.4942857142858,242.06393479527537,567.29,582.88,1133.53,1,0,1,0
Central India,Compute,466.19,592,261.06,99.796,1.98,124.52,1970-01-01 00:00:00.000000060,1970,1,1,732.6385714285715,256.729621289829,992.72,990.18,592.16,1,0,1,0
Central India,Storage,845.24,1073,118.33,99.926,1.98,124.52,1970-01-01 00:00:00.000000060,1970,1,1,783.1185714285714,235.34987071935893,466.19,491.88,966.42,1,0,1,0
West Europe,Compute,561.06,712,314.2,99.638,2.21,122.94,1970-01-01 00:00:00.000000061,1970,1,1,743.5400000000001,247.54059552593245,845.24,838.11,483.03,2,0,1,0
East US,Storage,1115.27,1416,156.14,99.892,2.32,127.04,1970-01-01 00:00:00.000000066,1970,1,1,810.2700000000001,278.559890867296,561.06,648.16,832.13,2,0,1,0
East US,Compute,673.61,855,377.22,99.901,2.32,127.04,1970-01-01 00:00:00.000000066,1970,1,1,745.9114285714286,243.84203557689895,1115.27,1124.12,811.3499999999999,2,0,1,0
West Europe,Storage,968.11,1229,135.54,99.451,2.21,122.94,1970-01-01 00:00:00.000000061,1970,1,1,803.1714285714287,241.9604881951161,673.61,567.29,1144.93,2,0,1,0
Central India,Storage,817.95,1038,114.51,99.777,2.28,124.5,1970-01-01 00:00:00.000000064,1970,1,1,778.2042857142858,227.74089984432894,968.11,992.72,582.88,2,0,1,0
Central India,Compute,493.93,627,276.6,99.929,2.28,124.5,1970-01-01 00:00:00.000000064,1970,1,1,782.1671428571428,221.56433608279428,817.95,466.19,990.18,2,0,1,0
East US,Compute,668.6,849,374.41,99.916,2.04,126.64,1970-01-01 00:00:00.000000067,1970,1,1,756.9328571428571,223.23621888889232,493.93,845.24,491.88,3,0,1,0
East US,Storage,1148.24,1458,160.75,99.909,2.04,126.64,1970-01-01 00:00:00.000000067,1970,1,1,840.8157142857142,246.47759342768785,668.6,561.06,838.11,3,0,1,1
West Europe,Compute,811.3499999999999,747,329.48,99.586,2.18,125.515,1970-01-01 00:00:00.000000063,1970,1,1,797.3985714285715,214.80803821308052,1148.24,1115.27,648.16,3,0,1,0
West Europe,Storage,951.62,1208,133.23,99.531,2.01,122.48,1970-01-01 00:00:00.000000063,1970,1,1,837.1142857142858,213.80451841632797,811.3499999999999,673.61,1124.12,3,0,1,0
Central India,Compute,471.86,599,264.24,99.521,1.99,123.9,1970-01-01 00:00:00.000000062,1970,1,1,766.2214285714284,243.3599762648307,951.62,968.11,567.29,3,0,1,0
Central India,Storage,856.08,1087,119.85,99.661,1.99,123.9,1970-01-01 00:00:00.000000062,1970,1,1,771.6685714285715,245.1310827855557,471.86,817.95,992.72,3,0,1,0
East US,Compute,652.81,829,365.57,99.91,2.29,127.04,1970-01-01 00:00:00.000000064,1970,1,1,794.3657142857143,221.3285681106365,856.08,493.93,466.19,4,0,1,0
East US,Storage,1154.52,1466,161.63,99.981,2.29,127.04,1970-01-01 00:00:00.000000064,1970,1,1,863.7828571428571,249.69345437384357,652.81,668.6,845.24,4,0,1,1
West Europe,Compute,576.76,732,322.99,99.87,2.31,127.3,1970-01-01 00:00:00.000000063,1970,1,1,782.1428571428571,234.12658760552895,1154.52,1148.24,561.06,4,0,1,0
West Europe,Storage,983.75,1249,137.73,99.708,2.31,127.3,1970-01-01 00:00:00.000000063,1970,1,1,806.7714285714285,246.45417805537863,576.76,811.3499999999999,1115.27,4,0,1,0
Central India,Compute,493.23,626,276.21,99.81,2.13,126.26,1970-01-01 00:00:00.000000064,1970,1,1,741.2871428571428,261.96302167254345,983.75,951.62,673.61,4,0,1,0
Central India,Storage,820.47,1041,114.87,99.509,2.13,126.26,1970-01-01 00:00:00.000000064,1970,1,1,791.0885714285713,233.83235158467477,493.23,471.86,968.11,4,0,1,0
East US,Storage,1146.02,1455,160.44,99.764,2.08,124.32,1970-01-01 00:00:00.000000069,1970,1,1,832.5085714285714,270.1260601662717,820.47,856.08,817.95,5,1,1,1
West Europe,Compute,598.98,760,335.43,99.903,2.35,127.0,1970-01-01 00:00:00.000000064,1970,1,1,824.8185714285713,276.7786705069936,1146.02,652.81,493.93,5,1,1,0
East US,Compute,682.47,866,382.18,99.472,2.08,124.32,1970-01-01 00:00:00.000000069,1970,1,1,757.382857142857,237.82544353049386,598.98,1154.52,668.6,5,1,1,0
Central India,Compute,503.43,639,281.92,99.787,1.99,123.81,1970-01-01 00:00:00.000000063,1970,1,1,746.907142857143,248.4837025315935,682.47,576.76,1148.24,5,1,1,0
Central India,Storage,831.72,1056,116.44,99.836,1.99,123.81,1970-01-01 00:00:00.000000063,1970,1,1,725.1885714285715,230.31200210645923,503.43,983.75,811.3499999999999,5,1,1,0
West Europe,Storage,961.82,1221,134.65,99.66,2.35,127.0,1970-01-01 00:00:00.000000064,1970,1,1,792.13,219.5006757772435,831.72,493.23,951.62,5,1,1,0
